hanzi,level,frequency,pinyin,meanings
同事,3,2337,tóng shì,colleague; co-worker
舒服,3,2343,shū fu,comfortable; feeling well
体育,3,2354,tǐ yù,sports; physical education
角,3,2370,jiǎo,10 cents of a yuan
胖,3,2396,pàng,fat; plump
干净,3,2430,gān jìng,clean; neat
放心,3,2458,fàng xīn,to feel relieved; to feel reassured; to be at ease
草,3,2467,cǎo,grass; straw
甜,3,2472,tián,sweet
安静,3,2501,ān jìng,quiet; peaceful; calm
作业,3,2574,zuò yè,school assignment; homework; task
瘦,3,2595,shòu,thin; to lose weight
绿,3,2608,lǜ,green
酒,3,,jiǔ,alcoholic beverage
啤酒,3,2622,pí jiǔ,beer
酒店,3,,jiǔ diàn,hotel; restaurant; pub; wine shop
酒馆,3,,jiǔ guǎn,tavern; pub; wine shop
蛋糕,3,2650,dàn gāo,cake
新鲜,3,2651,xīn xiān,"fresh (experience, food, etc.); novel; uncommon"
难过,3,2714,nán guò,to feel sad; to feel unwell; (of life) to be difficult
客人,3,2750,kè rén,visitor; guest; customer
奶奶,3,2809,nǎi nai,farmor
碗,3,2866,wǎn,bowl; (measure word for bowls)
数学,3,3024,shù xué,mathematics; mathematical
地铁,3,3046,dì tiě,subway; metro
刷,3,3060,shuà,to select
刷,3,3060,shuā,to brush
刷,3,3060,shuā,to paint
刷,3,3060,shuā,to daub
刷,3,3060,shuā,to paste up
刷,3,3060,shuā,to skip class (of students)
刷,3,3060,shuā,to fire from a job
厨房,3,3076,chú fáng,kitchen
练习,3,3084,liàn xí,practice; exercise; to practice
爷爷,3,3099,yé ye,farfar
云,3,3335,yún,cloud
邻居,3,3360,lín jū,neighbor; next door
校长,3,3365,xiào zhǎng,"headmaster; principal; (college, university) president"
花园,3,3403,huā yuán,garden
耳朵,3,3451,ěr duo,ear
节日,3,3477,jié rì,holiday; festival
鼻子,3,3484,bí zi,nose
叔叔,3,3510,shū shu,father's younger brother
洗澡,3,3512,xǐ zǎo,to bathe; to take a shower
地图,3,3548,dì tú,map
帽子,3,3553,mào zi,hat; cap
街道,3,3604,jiē dào,street
感冒,3,3621,gǎn mào,to catch cold; (common) cold
迟到,3,3667,chí dào,to arrive late
刻,3,3756,kè,quarter (hour)
刻,3,3756,kè,moment
刻,3,3756,kè,to carve
刻,3,3756,kè,to engrave
刻,3,3756,kè,to cut
刻,3,3756,kè,oppressive
刻,3,3756,kè,classifier for short time intervals
锻炼,3,3764,duàn liàn,to toughen; to temper; to work out; to develop one's skills
裤子,3,3765,kù zi,pants; trousers
夏,3,3828,xià,summer
图书馆,3,3836,tú shū guǎn,library
电梯,3,3894,diàn tī,elevator; escalator
刮,3,3910,guā,to blow
矮,3,3952,ǎi,short (in height); low (vertically)
眼镜,3,3998,yǎn jìng,spectacles; eyeglasses
上网,3,4061,shàng wǎng,to go online; to be online; to be uploaded to the Internet
春,3,4065,chūn,spring (season); joyful; youthful
面包,3,4138,miàn bāo,bread
冰箱,3,4168,bīng xiāng,freezer; refrigerator; icebox
阿姨,3,4355,ā yí,moster; step-mother; woman of similar age to one's parents
超市,3,4427,chāo shì,supermarket (abbr. for 超级市场)
着急,3,4461,zháo jí,to worry; to feel anxious; to feel urgency; to be in a hurry
季节,3,4724,jì jié,time period; season
饱,3,4742,bǎo,to eat till full; to be satisfied (with the amount eaten)
空调,3,4763,kōng tiáo,air conditioning
一共,3,4765,yī gòng,altogether
月亮,3,4781,yuè liang,the moon
北方,3,4879,běi fāng,north; the northern part a country; China north of the Yellow River
爱好,3,4902,ài hào,hobby; interest; to take pleasure in; to be keen on
衬衫,3,4988,chèn shān,shirt; blouse
冬,3,5272,dōng,winter
裙子,3,5466,qún zi,skirt; (women's) dress
香蕉,3,5473,xiāng jiāo,banana
秋,3,5603,qiū,autumn; fall; harvest time
发烧,3,5836,fā shāo,to have a fever
伞,3,6101,sǎn,umbrella; parasol
有名,3,6219,yǒu míng,famous; well-known
打扫,3,6258,dǎ sǎo,to clean; to sweep
葡萄,3,6422,pú tao,grape
复习,3,6867,fù xí,to review; revision
熊,3,,xióng,bear
熊猫,3,7123,xióng māo,panda
护照,3,7152,hù zhào,passport
菜单,3,7509,cài dān,menu
年级,3,7644,nián jí,school year; school grade; curs
果汁,3,7765,guǒ zhī,fruit juice
面条,3,8961,miàn tiáo,noodles
盘子,3,9039,pán zi,plate; dish; tray
铅笔,3,9108,qiān bǐ,(lead) pencil
渴,3,9442,kě,thirsty
洗手间,3,9674,xǐ shǒu jiān,toilet; lavatory; washroom
词语,3,10379,cí yǔ,word; term; expression
句子,3,10428,jù zi,sentence
照相,3,,zhào xiàng,to take a picture
照相机,3,10452,zhào xiàng jī,camera
筷子,3,10486,kuài zi,chopsticks
字典,3,13961,zì diǎn,dictionary; character lookup dictionary
普通话,3,14869,pǔ tōng huà,Mandarin (common language); ordinary speech
爬山,3,15470,pá shān,to hike; to climb a mountain; hiking; mountaineering
黑板,3,15524,hēi bǎn,blackboard
行李箱,3,16680,xíng li xiāng,suitcase; (car) trunk; overhead bin
油,3,,yóu,oil; fat; grease
油条,3,,yóu tiáo,youtiao (Chinese churros)
一点儿都不A,3,,yì diǎr - dōu bù A, not A at all
一点儿也不A,3,,yì diǎr - yě bù A, not A at all
这么,3,,zhè me,such; so
回答,3,1100,huí dá,to reply; to answer; reply; answer
黄河,3,,huáng hé,the Yellow River
后来,3,1055,hòu lái,afterwards; later
长,3,,zhǎng,to grow
长得,3,,zhǎng de,"to look (like someone); to look (beautiful, fat…)"
嘴,3,1059,zuǐ,mouth; beak
对,4,28,duì,concerning; regarding
对,4,28,duì,to treat (sb a certain way)
对,4,28,duì,to face
对,4,28,duì,(bound form) opposite; facing; matching
对,4,28,duì,to match together; to adjust
对,4,28,duì,to fit; to suit
对,4,28,duì,to answer; to reply
对,4,28,duì,to add; to pour in (a fluid)
对,4,28,duì,to check; to compare
对,4,28,duì,classifier: couple; pair
过,4,60,guo,(experienced action marker)
过,4,60,guò,to cross
过,4,60,guò,to go over
过,4,60,guò,to pass (time)
过,4,60,guò,to celebrate (a holiday)
过,4,60,guò,to live
过,4,60,guò,to get along
过,4,60,guò,excessively
过,4,60,guò,too-
而,4,75,ér,and
而,4,75,ér,as well as
而,4,75,ér,and so
而,4,75,ér,but (not)
而,4,75,ér,yet (not)
而,4,75,ér,(indicates causal relation)
而,4,75,ér,(indicates change of state)
而,4,75,ér,(indicates contrast)
等,4,83,děng,class
等,4,83,děng,rank
等,4,83,děng,grade
等,4,83,děng,equal to
等,4,83,děng,same as
等,4,83,děng,et cetera
等,4,83,děng,and so on
等,4,83,děng,et al. (and other authors)
等,4,83,děng,after
等,4,83,děng,as soon as
等,4,83,děng,once
与,4,147,yù,to take part in
与,4,147,yú,variant of 欤
与,4,147,yǔ,and
与,4,147,yǔ,to give
与,4,147,yǔ,together with
当,4,155,dàng,at or in the very same...
当,4,155,dàng,suitable
当,4,155,dàng,adequate
当,4,155,dàng,fitting
当,4,155,dàng,proper
当,4,155,dàng,to replace
当,4,155,dàng,to regard as
当,4,155,dàng,to think
当,4,155,dàng,to pawn
当,4,155,dàng,(coll.) to fail (a student)
当,4,155,dāng,(onom.) dong
当,4,155,dāng,ding dong (bell)
当,4,155,dāng,to be
当,4,155,dāng,to act as
当,4,155,dāng,manage
当,4,155,dāng,withstand
当,4,155,dāng,when
当,4,155,dāng,during
当,4,155,dāng,ought
当,4,155,dāng,should
当,4,155,dāng,match equally
当,4,155,dāng,equal
当,4,155,dāng,same
当,4,155,dāng,obstruct
当,4,155,dāng,just at (a time or place)
当,4,155,dāng,on the spot
当,4,155,dāng,right
当,4,155,dāng,just at
之,4,160,zhī,"(possessive particle, literary equivalent of 的)"
之,4,160,zhī,him
之,4,160,zhī,her
之,4,160,zhī,it
以,4,166,Yǐ,abbr. for Israel 列
以,4,166,yǐ,old variant of 以
以,4,166,yǐ,old variant of 以
以,4,166,yǐ,to use
以,4,166,yǐ,by means of
以,4,166,yǐ,according to
以,4,166,yǐ,in order to
以,4,166,yǐ,because of
以,4,166,yǐ,at (a certain date or place)
起来,4,172,qi lai,(after a verb) indicating the beginning and continuation of an action or a state
起来,4,172,qi lai,indicating an upward movement (e.g. after 站)
起来,4,172,qi lai,indicating completion
起来,4,172,qi lai,"(after a perception verb, e.g. 看) expressing preliminary judgment"
起来,4,172,qi lai,also pr. [qǐ lai]
起来,4,172,qǐ lai,to stand up
起来,4,172,qǐ lai,to get up
起来,4,172,qǐ lai,also pr. [qǐ lái]
死,4,177,sǐ,to die
死,4,177,sǐ,impassable
死,4,177,sǐ,uncrossable
死,4,177,sǐ,inflexible
死,4,177,sǐ,rigid
死,4,177,sǐ,extremely
死,4,177,sǐ,damned
却,4,199,què,old variant of 却
却,4,199,què,but
却,4,199,què,yet
却,4,199,què,however
却,4,199,què,while
却,4,199,què,to go back
却,4,199,què,to decline
却,4,199,què,to retreat
却,4,199,què,nevertheless
却,4,199,què,even though
生活,4,203,shēng huó,to live; life; livelihood
发生,4,211,fā shēng,to happen; to occur; to take place; to break out
不过,4,216,bù guò,only
不过,4,216,bù guò,merely
不过,4,216,bù guò,no more than
不过,4,216,bù guò,but
不过,4,216,bù guò,however
不过,4,216,bù guò,anyway (to get back to a previous topic)
不过,4,216,bù guò,cannot be more (after adjectival)
所有,4,238,suǒ yǒu,all
所有,4,238,suǒ yǒu,to have; to possess; to own
情况,4,245,qíng kuàng,circumstances; state of affairs; situation
最后,4,261,zuì hòu,final
最后,4,261,zuì hòu,last
最后,4,261,zuì hòu,finally
最后,4,261,zuì hòu,ultimate
成为,4,267,chéng wéi,to become; to turn into
行,4,272,háng,row
行,4,272,háng,line
行,4,272,háng,commercial firm
行,4,272,háng,line of business
行,4,272,háng,profession
行,4,272,háng,"to rank (first, second etc) among one's siblings (by age)"
行,4,272,háng,(in data tables) row
行,4,272,háng,(Tw) column
行,4,272,xíng,to walk
行,4,272,xíng,to go
行,4,272,xíng,to travel
行,4,272,xíng,a visit
行,4,272,xíng,temporary
行,4,272,xíng,makeshift
行,4,272,xíng,current
行,4,272,xíng,in circulation
行,4,272,xíng,to do
行,4,272,xíng,to perform
行,4,272,xíng,capable
行,4,272,xíng,competent
行,4,272,xíng,effective
行,4,272,xíng,all right
行,4,272,xíng,OK!
行,4,272,xíng,will do
行,4,272,xíng,behavior
行,4,272,xíng,conduct
行,4,272,xíng,Taiwan pr. [xìng] for the behavior-conduct sense
感觉,4,274,gǎn jué,feeling; impression; sensation
感觉,4,274,gǎn jué,to feel; to perceive
继续,4,285,jì xù,to continue
继续,4,285,jì xù,to proceed with
继续,4,285,jì xù,to go on with
场,4,286,cháng,threshing floor
场,4,286,cháng,"classifier for events and happenings: spell, episode, bout"
场,4,286,cháng,variant of 场
场,4,286,chǎng,large place used for a specific purpose
场,4,286,chǎng,stage
场,4,286,chǎng,scene (of a play)
场,4,286,chǎng,classifier for sporting or recreational activities
场,4,286,chǎng,classifier for number of exams
场,4,286,chǎng,variant of 场
进行,4,299,jìn xíng,to advance
进行,4,299,jìn xíng,to conduct
进行,4,299,jìn xíng,underway
进行,4,299,jìn xíng,in progress
进行,4,299,jìn xíng,to do
进行,4,299,jìn xíng,to carry out
进行,4,299,jìn xíng,to carry on
进行,4,299,jìn xíng,to execute
内,4,319,nèi,inside
内,4,319,nèi,inner
内,4,319,nèi,internal
内,4,319,nèi,within
内,4,319,nèi,interior
通过,4,343,tōng guò,to pass through; to get through
通过,4,343,tōng guò,to adopt (a resolution); to pass (legislation)
通过,4,343,tōng guò,to pass (a test)
通过,4,343,tōng guò,by means of; through; via
无,4,344,wú,not to have
无,4,344,wú,no
无,4,344,wú,none
无,4,344,wú,not
无,4,344,wú,to lack
无,4,344,wú,un-
无,4,344,wú,-less
一切,4,350,yī qiè,everything
一切,4,350,yī qiè,every
一切,4,350,yī qiè,all
由,4,353,yóu,to follow
由,4,353,yóu,from
由,4,353,yóu,because of; due to
由,4,353,yóu,by; via; through
由,4,353,yóu,(before a noun and a verb) it is for ... to ...
任何,4,356,rèn hé,any
任何,4,356,rèn hé,whatever
任何,4,356,rèn hé,whichever
任何,4,356,rèn hé,whatsoever
结果,4,364,jié guǒ,outcome
结果,4,364,jié guǒ,result
结果,4,364,jié guǒ,conclusion
结果,4,364,jié guǒ,in the end
结果,4,364,jié guǒ,as a result
结果,4,364,jié guǒ,to kill
结果,4,364,jié guǒ,to dispatch
结果,4,364,jiē guǒ,to bear fruit
安全,4,364,ān quán,safe; secure
安全,4,364,ān quán,safety; security
完全,4,393,wán quán,complete; whole
完全,4,393,wán quán,totally; entirely
发,4,400,fà,hair
发,4,400,fà,Taiwan pr. [fǎ]
发,4,400,fā,to send out
发,4,400,fā,to show (one's feeling)
发,4,400,fā,to issue
发,4,400,fā,to develop
发,4,400,fā,to make a bundle of money
发,4,400,fā,classifier for gunshots (rounds)
计划,4,403,jì huà,plan
计划,4,403,jì huà,project
计划,4,403,jì huà,program
计划,4,403,jì huà,to plan
计划,4,403,jì huà,to map out
可是,4,404,kě shì,but; however
可是,4,404,kě shì,(used for emphasis) indeed
连,4,406,lián,to link
连,4,406,lián,to join
连,4,406,lián,to connect
连,4,406,lián,continuously
连,4,406,lián,in succession
连,4,406,lián,including
连,4,406,lián,"(used with 也, 都 etc) even"
连,4,406,lián,company (military)
呀,4,432,ya,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)"
原因,4,441,yuán yīn,cause
原因,4,441,yuán yīn,origin
原因,4,441,yuán yīn,root cause
原因,4,441,yuán yīn,reason
消息,4,448,xiāo xi,news
消息,4,448,xiāo xi,information
只要,4,452,zhǐ yào,if only
只要,4,452,zhǐ yào,so long as
干,4,463,gàn,tree trunk
干,4,463,gàn,main part of sth
干,4,463,gàn,to manage
干,4,463,gàn,to work
干,4,463,gàn,to do
干,4,463,gàn,capable
干,4,463,gàn,cadre
干,4,463,gàn,to kill (slang)
干,4,463,gàn,to fuck (vulgar)
干,4,463,gàn,(coll.) pissed off
干,4,463,gàn,annoyed
干,4,463,gān,old variant of 干
干,4,463,gān,dry
干,4,463,gān,dried food
干,4,463,gān,empty; hollow
干,4,463,gān,taken in to nominal kinship; adoptive; foster
干,4,463,gān,futile; in vain
干,4,463,gān,(dialect) rude; blunt
干,4,463,gān,(dialect) to cold-shoulder
干,4,463,gān,variant of 干
干,4,463,gān,(bound form) to have to do with; to concern oneself with
干,4,463,gān,one of the ten heavenly stems 干
干,4,463,gān,(archaic) shield
接受,4,465,jiē shòu,to accept
接受,4,465,jiē shòu,to receive
其中,4,470,qí zhōng,among
其中,4,470,qí zhōng,in
其中,4,470,qí zhōng,included among these
成功,4,476,Chéng gōng,"Chenggong or Chengkung town in Taitung County 台东县, southeast Taiwan"
成功,4,476,chéng gōng,success
成功,4,476,chéng gōng,to succeed
甚至,4,478,shèn zhì,even; so much so that
拉,4,484,lā,to pull
拉,4,484,lā,to play (a bowed instrument)
拉,4,484,lā,to drag
拉,4,484,lā,to draw
拉,4,484,lā,to chat
拉,4,484,lā,(coll.) to empty one's bowels
肯定,4,494,kěn dìng,to be certain
肯定,4,494,kěn dìng,to be positive
肯定,4,494,kěn dìng,assuredly
肯定,4,494,kěn dìng,definitely
肯定,4,494,kěn dìng,to give recognition
肯定,4,494,kěn dìng,to affirm
肯定,4,494,kěn dìng,affirmative (answer)
当时,4,505,dàng shí,at once
当时,4,505,dàng shí,right away
当时,4,505,dāng shí,then
当时,4,505,dāng shí,at that time
当时,4,505,dāng shí,while
调查,4,512,diào chá,investigation
调查,4,512,diào chá,inquiry
调查,4,512,diào chá,to investigate
调查,4,512,diào chá,to survey
调查,4,512,diào chá,survey
调查,4,512,diào chá,(opinion) poll
部分,4,513,bù fen,part
部分,4,513,bù fen,share
部分,4,513,bù fen,section
部分,4,513,bù fen,piece
能力,4,534,néng lì,capability
能力,4,534,néng lì,ability
保护,4,536,bǎo hù,to protect
保护,4,536,bǎo hù,to defend
保护,4,536,bǎo hù,to safeguard
保护,4,536,bǎo hù,protection
真正,4,544,zhēn zhèng,genuine; real; true
真正,4,544,zhēn zhèng,really; indeed
支持,4,546,zhī chí,to be in favor of
支持,4,546,zhī chí,to support
支持,4,546,zhī chí,to back
支持,4,546,zhī chí,support
支持,4,546,zhī chí,backing
支持,4,546,zhī chí,to stand by
掉,4,549,diào,to fall
掉,4,549,diào,to drop
掉,4,549,diào,to lag behind
掉,4,549,diào,to lose
掉,4,549,diào,to go missing
掉,4,549,diào,to reduce
掉,4,549,diào,fall (in prices)
掉,4,549,diào,"to lose (value, weight etc)"
掉,4,549,diào,to wag
掉,4,549,diào,to swing
掉,4,549,diào,to turn
掉,4,549,diào,to change
掉,4,549,diào,to exchange
掉,4,549,diào,to swap
掉,4,549,diào,to show off
掉,4,549,diào,to shed (hair)
掉,4,549,diào,"(used after certain verbs to express completion, fulfillment, removal etc)"
改变,4,551,gǎi biàn,to change
改变,4,551,gǎi biàn,to alter
改变,4,551,gǎi biàn,to transform
方法,4,577,fāng fǎ,method
方法,4,577,fāng fǎ,way
方法,4,577,fāng fǎ,means
保证,4,586,bǎo zhèng,guarantee
保证,4,586,bǎo zhèng,to guarantee
保证,4,586,bǎo zhèng,to ensure
保证,4,586,bǎo zhèng,to safeguard
保证,4,586,bǎo zhèng,to pledge
直接,4,588,zhí jiē,direct (opposite: indirect 间接)
直接,4,588,zhí jiē,immediate
直接,4,588,zhí jiē,straightforward
组织,4,590,zǔ zhī,to organize
组织,4,590,zǔ zhī,organization
组织,4,590,zǔ zhī,(biology) tissue
组织,4,590,zǔ zhī,(textiles) weave
永远,4,599,yǒng yuǎn,forever
永远,4,599,yǒng yuǎn,eternal
方面,4,601,fāng miàn,respect
方面,4,601,fāng miàn,aspect
方面,4,601,fāng miàn,field
方面,4,601,fāng miàn,side
也许,4,601,yě xǔ,perhaps
也许,4,601,yě xǔ,maybe
